index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Experimenter.started,reminder.started,Experimenter.stopped,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,Start_Sum_Exp.stopped,sum_button.numClicks,sum_button.timesOn,sum_button.timesOff,textbox.stopped,summary_done.stopped,Thanks.started,text_7.started,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_26_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_015_of_116_2.wav,My stomach lurches The action between each line is the exact opposite of what the line is After kids are my number one priority it says rushing mom gets daughter to school just as the bell is ringing After the thing about always having time for friends looks at answering machine guiltily and decides to screen the call At the end the harried housewife stuffs an impossible amount of dirty clothes in the washer which miraculously come out clean and she gets a huge hug from her approving husband,What is the narrator's reaction to the script she's reading?,A. Her stomach lurches,B. She finds it amusing,C. She feels inspired,D. She is moved to tears,A. Her stomach lurches,yes,6.9725,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_26_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_015_of_116_2.wav,My stomach lurches The action between each line is the exact opposite of what the line is After kids are my number one priority it says rushing mom gets daughter to school just as the bell is ringing After the thing about always having time for friends looks at answering machine guiltily and decides to screen the call At the end the harried housewife stuffs an impossible amount of dirty clothes in the washer which miraculously come out clean and she gets a huge hug from her approving husband,What is the narrator's reaction to the script she's reading?,A. Her stomach lurches,B. She finds it amusing,C. She feels inspired,D. She is moved to tears,A. Her stomach lurches,yes,6.9725,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.5170899580007,682.9598604170005,0,,,1,5.433406915999512,5.433409666000443,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_94_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_041_of_116_1.wav,He doesn't say anything so I feel obligated to keep going It's as if I'm not driving this train anymore I'm just holding on trying not to crash completely I've always loved the theater I say Thank God It isn't original but it's TRUE at least My dad would take me when I was a kid to whatever little show was playing in our town in Connecticut and we'd also see most of what was in New Haven and sometimes we'd come into the city and it wasn't just theater It was ballet and music and modern dance too I pause,What is the narrator's childhood connection to the theater?,A. She used to perform in school plays,B. Her father would take her to various shows,C. She always dreamed of becoming an actor,D. She was part of a local theater group,B. Her father would take her to various shows,no,11.22375,,,,,,,,,,,,,0,6,6,6,,,,,,,,,682.9677582919994,,,,,,,,,,,,,,,684.8943708330007,684.9095913336662,684.9104279170006,696.1269882079996,696.1338301249998,696.1442577920006,696.3679554999999,696.3679554999999,699.2320054169995,699.9228417920003,8.966666666666667,3.0636986250010523,1,[0.7001174170000013],[0.700119832999917],,,,,,,,,,,,,,,699.923283832999,708.1602057079999,0,,,1,8.227983917000529,8.227986333000445,0,,,0,,,,,,,,,,682.96037875,682.9677582919994,682.9677582919994,682.9677582919994,684.8939059580007,1,[1.9314972080010193],[1.931500374999814],,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_16_condition.wav,Someday__Someday__Maybe__Unabridged___File_010_of_116_0.wav,When he tries to describe the story to me I find myself counting the planks in our floor weighing the merits of vegetable versus scallion cream cheese But I'm sure it's better than it sounds How's my hair I'm taking an apartment wide poll for some reason this time my question is accompanied by a weird sort of tap step Flourish in order to sell it I hate myself I must be stopped Big he says hopefully huh,What does the narrator do while the person describes the story to her?,A. Counts the planks in the floor,B. Weighs the merits of cream cheese,C. Dances a tap step,D. Flips her hair dramatically,A. Counts the planks in the floor,no,27.53003125,,,,,,,,,,,,,0,7,7,7,,,,,,,,,708.167088917,,,,,,,,,,,,,,,710.8793334170005,710.9112640003336,710.9105639999998,738.4354761249997,738.4473789170006,738.469003582999,738.6695654579999,738.6695654579999,741.8454729580008,742.5687362499993,9.991666666666665,3.3485853750007664,1,[0.7360681660011323],[0.7360705410010269],,,,,,,,,,,,,,,742.5691812919995,749.8458985420002,0,,,1,7.2679465410001285,7.267948957998669,0,,,0,,,,,,,,,,708.1606659999998,708.167088917,708.167088917,708.167088917,710.8790932499996,1,[2.7165847910000593],[2.716587749999235],,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_90_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_039_of_116_3.wav,There are so many to choose from I wonder if this is part of the audition and the chairs are a test I wonder if I'm being watched on a hidden camera I wonder if I should be worried about the alarming frequency that the concept of being watched on a hidden camera occurs to me But if I were being watched what chair would the people sitting behind the monitor in the hidden control room consider the right one Does Absolute Artists work only with people who choose to sit at the head of the table Does that say I'm a star Is that the kind of boldness they're looking for,Why does the narrator wonder if the chairs are part of the audition?,A. She thinks the chairs are being watched,B. She believes the chairs are a test,C. She wants to find the right chair to sit in,D. All of the above,D. All of the above,yes,11.14125,,,,,,,,,,,,,0,8,8,8,0,0,0,0,0,0,0,0,768.2692171250001,,,,,,,,,,,,,,,752.4145462079996,752.4301129996659,752.4301457500005,763.5680405000003,763.5730846669994,763.5843085830002,763.7880545000007,763.7880545000007,766.108895542,766.9977664580001,9.058333333333334,2.6197025000001304,1,[0.899218042000939],[0.8992202500012354],,,,,,,768.2582180419995,768.2692171250001,768.2692171250001,798.1680805420001,"The narrator is in an audition, and worries she is being watched by hidden cameras. She wonders which seat at the table she should take",1,[29.906773583999893],[29.906777000000147],,,,,,,,,,,,,,,,,,,,,,749.8463699170006,749.8512730420007,749.8512730420007,749.8512730420007,752.4143151249991,1,[2.5675427919995855],[2.5675454169995646],766.998258874999,767.0028667499992,768.2573985420004,1,[1.2586379580006906],[1.2586407079998025],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_90_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_039_of_116_3.wav,There are so many to choose from I wonder if this is part of the audition and the chairs are a test I wonder if I'm being watched on a hidden camera I wonder if I should be worried about the alarming frequency that the concept of being watched on a hidden camera occurs to me But if I were being watched what chair would the people sitting behind the monitor in the hidden control room consider the right one Does Absolute Artists work only with people who choose to sit at the head of the table Does that say I'm a star Is that the kind of boldness they're looking for,Why does the narrator wonder if the chairs are part of the audition?,A. She thinks the chairs are being watched,B. She believes the chairs are a test,C. She wants to find the right chair to sit in,D. All of the above,D. All of the above,yes,11.14125,,,,,,,,,,,,,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_90_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_039_of_116_3.wav,There are so many to choose from I wonder if this is part of the audition and the chairs are a test I wonder if I'm being watched on a hidden camera I wonder if I should be worried about the alarming frequency that the concept of being watched on a hidden camera occurs to me But if I were being watched what chair would the people sitting behind the monitor in the hidden control room consider the right one Does Absolute Artists work only with people who choose to sit at the head of the table Does that say I'm a star Is that the kind of boldness they're looking for,Why does the narrator wonder if the chairs are part of the audition?,A. She thinks the chairs are being watched,B. She believes the chairs are a test,C. She wants to find the right chair to sit in,D. All of the above,D. All of the above,yes,11.14125,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.1685596669995,805.5511658329997,0,,,1,7.372274999999718,7.372286583000459,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_34_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_019_of_116_2.wav,Who falls on stage wearing nothing but a bathrobe Why Why Why Why The monologue was going so well too or at least I think it was I'm not sure of anything now The audience seemed to be laughing in all the right places That's actually what threw me I think Their laughter threw my whole rhythm off having to wait until it died down before I could continue But still it was all okay until I tried to sit down The stage was just so dark and the lights were in my eyes,What disrupted the narrator's monologue performance?,A. The audience's laughter,B. The noise from the backstage,C. The unexpected props,D. The malfunctioning lights,A. The audience's laughter,yes,6.034,,,,,,,,,,,,,0,9,9,9,0,0,0,0,0,0,0,0,819.730238958,,,,,,,,,,,,,,,807.2678977920004,807.2834879996665,807.2787832079994,813.3173442919997,813.3189647920008,813.3301780000002,813.5975332920007,813.5975332920007,817.4569853329995,818.1525965000001,2.5250000000000004,4.101360124999701,1,[0.7052055409985769],[0.7052084159986407],,,,,,,819.7189524999994,819.730238958,819.730238958,845.1604005419995,"the narrator asks "why why why", and closes her eyes",1,[25.438408084000912],[25.438411167000595],,,,,,,,,,,,,,,,,,,,,,805.5516924170006,805.559214375,805.559214375,805.559214375,807.2676784579999,1,[1.7139933329999621],[1.7139961249995395],818.1531879579998,818.1581307079996,819.7181622499993,1,[1.564517541000896],[1.5645202080013405],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_34_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_019_of_116_2.wav,Who falls on stage wearing nothing but a bathrobe Why Why Why Why The monologue was going so well too or at least I think it was I'm not sure of anything now The audience seemed to be laughing in all the right places That's actually what threw me I think Their laughter threw my whole rhythm off having to wait until it died down before I could continue But still it was all okay until I tried to sit down The stage was just so dark and the lights were in my eyes,What disrupted the narrator's monologue performance?,A. The audience's laughter,B. The noise from the backstage,C. The unexpected props,D. The malfunctioning lights,A. The audience's laughter,yes,6.034,,,,,,,,,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_34_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_019_of_116_2.wav,Who falls on stage wearing nothing but a bathrobe Why Why Why Why The monologue was going so well too or at least I think it was I'm not sure of anything now The audience seemed to be laughing in all the right places That's actually what threw me I think Their laughter threw my whole rhythm off having to wait until it died down before I could continue But still it was all okay until I tried to sit down The stage was just so dark and the lights were in my eyes,What disrupted the narrator's monologue performance?,A. The audience's laughter,B. The noise from the backstage,C. The unexpected props,D. The malfunctioning lights,A. The audience's laughter,yes,6.034,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.1608625829995,859.9938192919999,1,14.823862834000465,14.823865374999514,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_79_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_036_of_116_1.wav,But something is holding me back It would be so easy to say yes and leave this room with an agent almost too easy I Look around the room and the walls of old scripts and playbills that seemed warm and friendly when I first came in Now look cluttered and shabby the leather on the arms of this giant lumpy chair is worn thin The stuffing is peeking through one of the seams and the sunlight streaming through the window is cloudy with dust I stammer a bit,What is one of the factors that is preventing the narrator from immediately accepting the agent's offer?,A. The agent's appearance,B. The condition of the room,C. The agent's attitude,D. The lack of other actors,B. The condition of the room,yes,5.69,,,,,,,,,,,,,0,10,10,10,0,0,0,0,0,0,0,0,872.8200109579993,,,,,,,,,,,,,,,862.0631737500007,862.0790127496659,862.0751239170004,867.7588756669993,867.7707067499996,867.7810556669992,868.041368791999,868.041368791999,871.2877048329992,871.9083588329995,3.9916666666666663,3.481675125000038,1,[0.6302281249991211],[0.6302307909991214],,,,,,,872.8080044170001,872.8200109579993,872.8200109579993,899.6903273749995,"There are chairs in a room, and the narrator stares at something",1,[26.87883258399961],[26.87883574999978],,,,,,,,,,,,,,,,,,,,,,859.9942796249998,860.0012498329997,860.0012498329997,860.0012498329997,862.0629696670003,1,[2.0668401669991],[2.0668428749995655],871.9089194169992,871.9199251669997,872.8071868330007,1,[0.8976576250006474],[0.8976637499999924],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_79_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_036_of_116_1.wav,But something is holding me back It would be so easy to say yes and leave this room with an agent almost too easy I Look around the room and the walls of old scripts and playbills that seemed warm and friendly when I first came in Now look cluttered and shabby the leather on the arms of this giant lumpy chair is worn thin The stuffing is peeking through one of the seams and the sunlight streaming through the window is cloudy with dust I stammer a bit,What is one of the factors that is preventing the narrator from immediately accepting the agent's offer?,A. The agent's appearance,B. The condition of the room,C. The agent's attitude,D. The lack of other actors,B. The condition of the room,yes,5.69,,,,,,,,,,,,,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_79_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_036_of_116_1.wav,But something is holding me back It would be so easy to say yes and leave this room with an agent almost too easy I Look around the room and the walls of old scripts and playbills that seemed warm and friendly when I first came in Now look cluttered and shabby the leather on the arms of this giant lumpy chair is worn thin The stuffing is peeking through one of the seams and the sunlight streaming through the window is cloudy with dust I stammer a bit,What is one of the factors that is preventing the narrator from immediately accepting the agent's offer?,A. The agent's appearance,B. The condition of the room,C. The agent's attitude,D. The lack of other actors,B. The condition of the room,yes,5.69,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.690786833,909.0468689999998,0,,,1,9.345506207999279,9.345508874999723,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
