index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,skip_button.numClicks,skip_button.timesOn,skip_button.timesOff,Summary.started,textbox.started,Summary.stopped,textbox.text,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,summary_button_exp.started,skip_button_exp.started,Start_Sum_Exp.stopped,summary_button_exp.numClicks,summary_button_exp.timesOn,summary_button_exp.timesOff,skip_button_exp.numClicks,skip_button_exp.timesOn,skip_button_exp.timesOff,textbox.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_142_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_088_of_116_2.wav,"Metro North is on strike. So I can't take the train I have no wallet. No driver's license. I can't pick up the rental car Two nights ago on the way home from James's I arrived at our front door Just as our downstairs neighbor was leaving and Dan and Jane were home with the door to our place already open So it wasn't until I went to get bagels the next morning that I realized in my rush to leave I forgot my purse at James's apartment. I left him a message, but he must have already taken off for Los Angeles",Where did the narrator forget her purse?,A. In the subway,B. In James's apartment,C. In the acting school,D. In the cab,B. In James's apartment,yes,13.62353125,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_142_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_088_of_116_2.wav,"Metro North is on strike. So I can't take the train I have no wallet. No driver's license. I can't pick up the rental car Two nights ago on the way home from James's I arrived at our front door Just as our downstairs neighbor was leaving and Dan and Jane were home with the door to our place already open So it wasn't until I went to get bagels the next morning that I realized in my rush to leave I forgot my purse at James's apartment. I left him a message, but he must have already taken off for Los Angeles",Where did the narrator forget her purse?,A. In the subway,B. In James's apartment,C. In the acting school,D. In the cab,B. In James's apartment,yes,13.62353125,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.654858291,467.49794170799987,0,,,1,2.833855792000122,2.8338585420001436,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_80_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_037_of_116_1.wav,I'm happy someone's up happy not to come home to a darkened house after the long day I've had Very good he says looking impressed It's not that hard to recognize You must have rented it five times already this month I know he says smiling sheepishly I hope I'm not driving you guys crazy Jane was watching it for a while but gave up and went to sleep She said the last time she sat through the whole thing she dreamt she was eaten by her pillow It's almost over Want to watch the end with me,What did Jane see in her dream the last time she saw the movie?,A. That is was flying with a penguin,B. That she was sailing during a storm,C. That she was chased by a pirate,D. That she was eaten by her pillow,D. That she was eaten by her pillow,no,14.685,,,,,,,,,,,,,0,7,7,7,,,,,,,,,467.50577620800004,,,,,,,,,,,,469.94640683299986,469.979076124333,469.96829383299973,484.6417605409997,484.67324979099976,484.69407487499984,484.9304697079997,484.9304697079997,486.54868099999976,487.250518416,9.966666666666667,1.827607917000023,1,[0.7109037079999325],[0.7109063329999117],,,,,,,,,,,,,,487.25095999999985,490.929801625,0,,,0,,,0,,,1,3.6698621670002467,3.6698648340002364,,,,,,,,467.49851095799977,467.50577620800004,467.50577620800004,467.50577620800004,469.94620662499983,1,[2.44549837500017],[2.44550104200016],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_74_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_035_of_116_2.wav,Barney wears a light blue sport coat and has thick white hair cropped very close to his head The whole place smells like cigar smoke and dust but there's something comforting about it I'm afraid my nervousness is obvious especially when I discover that the only way to sit in the one huge armchair opposite his desk is to sink into it and be swallowed I fight the chair for a minute trying to perch daintily on the edge and then give up and sit back which at least might make me look relaxed Francis Banks Barney Bellows,What is Barney Sparks wearing when the main character meets him?,A. A black tuxedo,B. A light blue sport coat,C. A red sweater,D. A white lab coat,B. A light blue sport coat,yes,7.435,,,,,,,,,,,,,0,8,8,8,0,0,0,0,0,0,0,0,511.47429187499984,,,,,,,,,,,,496.6108818749999,496.62648162466644,496.6244379579998,504.0563085409999,504.07444633299974,504.0856856659998,504.29399058299987,504.29399058299987,506.04012812500014,510.1689395829999,2.05,5.393276332999903,1,[4.138032416999977],[4.138034667000284],,,,,,,,,,511.4650892079999,511.47429187499984,526.4584089579998,he swallowed,,,,,,,,,,,,,,,,,,,,,,490.9302600410001,490.93743533299994,490.93743533299994,490.93743533299994,496.61067583299973,1,[5.6799857910000355],[5.679988332999983],510.16943312500007,510.1751801659998,510.1751801659998,510.1751801659998,511.46424454099997,1,[1.2940722500002266],[1.2940748340001846],0,,,526.477947333,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_74_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_035_of_116_2.wav,Barney wears a light blue sport coat and has thick white hair cropped very close to his head The whole place smells like cigar smoke and dust but there's something comforting about it I'm afraid my nervousness is obvious especially when I discover that the only way to sit in the one huge armchair opposite his desk is to sink into it and be swallowed I fight the chair for a minute trying to perch daintily on the edge and then give up and sit back which at least might make me look relaxed Francis Banks Barney Bellows,What is Barney Sparks wearing when the main character meets him?,A. A black tuxedo,B. A light blue sport coat,C. A red sweater,D. A white lab coat,B. A light blue sport coat,yes,7.435,,,,,,,,,,,,,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_74_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_035_of_116_2.wav,Barney wears a light blue sport coat and has thick white hair cropped very close to his head The whole place smells like cigar smoke and dust but there's something comforting about it I'm afraid my nervousness is obvious especially when I discover that the only way to sit in the one huge armchair opposite his desk is to sink into it and be swallowed I fight the chair for a minute trying to perch daintily on the edge and then give up and sit back which at least might make me look relaxed Francis Banks Barney Bellows,What is Barney Sparks wearing when the main character meets him?,A. A black tuxedo,B. A light blue sport coat,C. A red sweater,D. A white lab coat,B. A light blue sport coat,yes,7.435,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.458696958,531.8351886249998,0,,,1,5.366945875000056,5.366948665999644,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_138_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_080_of_116_1.wav,"The page is practically touching his glasses, so I can't exactly see his reaction. Dan, I say, what do you think? I mean, the script isn't too terrible, right? I was distracted by having to read it out loud, Dan says, a bit grumpy. But you're not the actor we're paying attention to in this scene, Dan, Jane tells him. Then, trying to help, she says, come on, be a pal. Say something nice to Franny about her new job. Dan thinks for a second, then says, the dialogue isn't bad, although too many sentences start with well.",Why is Dan grumpy?,A. Because he is hungry,B. Because he doesn't like reading,C. Because he has to read out loud,D. Because he doesn't have enough time to help the narrator,C. Because he has to read out loud,no,16.36340625,,,,,,,,,,,,,0,9,9,9,,,,,,,,,531.8436020409999,,,,,,,,,,,,534.1664343329999,534.1990175413334,534.1896180829999,550.5590157910001,550.5644555829999,550.586758375,550.8293695829998,550.8293695829998,554.2851739160001,555.2493314580001,9.041666666666668,3.672653916999934,1,[0.9734327920000396],[0.9734355000000505],,,,,,,,,,,,,,555.2497614999997,573.3804802499999,0,,,0,,,1,18.12209491600015,18.12210095799992,0,,,,,,,,,,531.8357295000001,531.8436020409999,531.8436020409999,531.8436020409999,534.1662406249998,1,[2.328111875000104],[2.328114583000115],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_14_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_2.wav,Jane grew up in Greenwich Village in Manhattan and has style Where I struggle to match a black shirt with black pants she throws on jeans and a t shirt and nine chunky cuffs on one wrist with an air that says so I dare you to not find this cool She shops at Century 21 and Boltons and second hand stores and somehow makes it all look expensive Wait Jane Levine you are not just getting home are you I ask peeking into one of the brown bags Can they do that to you,Where did Jane grow up in?,A. Williamsburg,B. Greenwich Village,C. SoHo,D. Queens,B. Greenwich Village,no,7.04,,,,,,,,,,,,,0,10,10,10,,,,,,,,,573.393181375,,,,,,,,,,,,575.2024753749997,575.2183722076668,575.2158987499997,582.2497503330001,582.262100083,582.2733745830001,582.480959083,582.480959083,585.3038584159999,587.0671695000001,1.9416666666666667,4.156000500000118,1,[1.772495500000332],[1.7724977500001842],,,,,,,,,,,,,,587.067611041,590.6276801250001,1,3.552026249999926,3.5520288749999054,0,,,0,,,0,,,,,,,,,,573.3810894580001,573.393181375,573.393181375,573.393181375,575.2022812499999,1,[1.8188237909998861],[1.8188269160000345],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_73_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_035_of_116_1.wav,It's four flights up to Barney's office I'm puffing by the time I make it to the top There's no secretary sitting at the desk in the little front room Hello I say to the emptiness Back here dear comes a loud and raspy voice There's a desk with a window behind it and bookshelves on either side which are stacked to the ceiling with scripts and old playbills The titles are written in Sharpie on the edge of the pages so they can be read when stacked face to face and the block print is bold but shaky,What are the stacked objects at Barney Sparks' office?,A. Scripts,B. Paychecks,C. Menus,D. Photos,A. Scripts,no,14.67,,,,,,,,,,,,,0,11,11,11,,,,,,,,,590.6337962079997,,,,,,,,,,,,591.951439291,591.9841181663332,591.9747619159998,606.6457137909997,606.6640189999998,606.6848059579997,606.8880288749997,606.8880288749997,608.1959937910001,609.1872045,9.033333333333333,1.4867821670000012,1,[1.0003045000003112],[1.0003071250002904],,,,,,,,,,,,,,609.187641166,612.5984597500001,1,3.4027234169998337,3.4027261249998446,0,,,0,,,0,,,,,,,,,,590.628203791,590.6337962079997,590.6337962079997,590.6337962079997,591.951247208,1,[1.3226062920002732],[1.322608959000263],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_53_condition.wav,Someday__Someday__Maybe__Unabridged___File_026_of_116_1.wav,It can be dangerous to take the subway all the way to Brooklyn this late I should take a cab she's right but I'm too embarrassed to tell her I only have about 8 in cash on me and probably less than 20 in my bank account so I can't even go to a cash machine I'll get tips and a tiny paycheck at my shift at the club tomorrow night which I'll take directly to the check cashing place on the skeevy part of Fifth Avenue in Brooklyn which will charge me almost a quarter of the check to turn it into immediate cash but I can't wait the five to seven days for the bank to clear it or the electric bill will bounce,Why is the narrator embarrassed to take a cab?,A. She doesn't have enough cash,B. She doesn't want to spend money,C. She prefers the subway,D. She doesn't know how to hail a cab,A. She doesn't have enough cash,no,29.43,,,,,,,,,,,,,0,12,12,12,,,,,,,,,612.6119335409999,,,,,,,,,,,,614.8547059160001,614.887377333333,614.8893629579998,644.314555083,644.3191939160001,644.3404637079998,644.5519949579998,644.5519949579998,645.9480197909998,646.6922102909998,10,1.5826750830001401,1,[0.7536889170000904],[0.7536914590000379],,,,,,,,,,,,,,646.692671708,670.0097048329999,1,23.308648833000007,23.308651457999986,0,,,0,,,0,,,,,,,,,,612.5989965409999,612.6119335409999,612.6119335409999,612.6119335409999,614.8545032500001,1,[2.253525125000124],[2.253527791000124],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_114_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_051_of_116_0.wav,You know in general for show business I think that's why I'm not getting any calls from the agency What do you think is the right way to look You know more like these girls on still nursing I gesture toward the television where a buxom blonde in a short skirt and open doctor's coat is struggling to reattach the IV of an elderly male patient by straddling his hospital bed accidentally smothering him with her cleavage The studio audience screams with laughter,What TV show does the narrator reference in their conversation about appearances?,A. A cooking show,B. A crime show,C. A sitcom called "Still Nursing",D. A reality show,C. A sitcom called "Still Nursing",yes,12.5475,,,,,,,,,,,,,0,13,13,13,0,0,0,0,0,0,0,0,688.8180453750001,,,,,,,,,,,,672.4044065829999,672.4199629166667,672.4217829579998,685.0004671659999,684.9712894999998,684.9926927910001,685.2018377079999,685.2018377079999,686.9167984999999,687.7624689159998,9.9,1.899522917000013,1,[0.8551053329997558],[0.8551076659996397],,,,,,,,,,688.808490291,688.8180453750001,703.8016346250001,studio audience screams with laughter nurse tv buxom blonde reattach iv cleavage,,,,,,,,,,,,,,,,,,,,,,670.0102825829999,670.0183001249998,670.0183001249998,670.0183001249998,672.4041767909998,1,[2.3915553330002695],[2.391558167000312],687.7629472909998,687.7689828329999,687.7689828329999,687.7689828329999,688.807611708,1,[1.0439099160003025],[1.0439123330002076],0,,,703.8217038749999,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_114_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_051_of_116_0.wav,You know in general for show business I think that's why I'm not getting any calls from the agency What do you think is the right way to look You know more like these girls on still nursing I gesture toward the television where a buxom blonde in a short skirt and open doctor's coat is struggling to reattach the IV of an elderly male patient by straddling his hospital bed accidentally smothering him with her cleavage The studio audience screams with laughter,What TV show does the narrator reference in their conversation about appearances?,A. A cooking show,B. A crime show,C. A sitcom called "Still Nursing",D. A reality show,C. A sitcom called "Still Nursing",yes,12.5475,,,,,,,,,,,,,0,13,13,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_114_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_051_of_116_0.wav,You know in general for show business I think that's why I'm not getting any calls from the agency What do you think is the right way to look You know more like these girls on still nursing I gesture toward the television where a buxom blonde in a short skirt and open doctor's coat is struggling to reattach the IV of an elderly male patient by straddling his hospital bed accidentally smothering him with her cleavage The studio audience screams with laughter,What TV show does the narrator reference in their conversation about appearances?,A. A cooking show,B. A crime show,C. A sitcom called "Still Nursing",D. A reality show,C. A sitcom called "Still Nursing",yes,12.5475,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.801862583,710.4849669579999,0,,,0,,,1,6.672584416999598,6.672587332999683,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
